leaid,leaname,fips,stateabb,gsmean_pool,gsgrdslope_pool,gscohslope_pool,gsmathslope_pool,gsmeanse_pool,gsgrdslopese_pool,gscohslopese_pool,gsmathslopese_pool
100630,CHEROKEE COUNTY,AL,AL,-.9337014751927457,.9309490732388431,.015242380499382,-.5016852078612113,.0511649808783992,.0440323658960147,.0338706027015424,.0991855789277226
100660,CHILTON COUNTY,AL,AL,-.9064812711649015,.7218854693438843,.0657293823698241,-.7168222407012612,.0483798780427321,.0420174813082841,.032256294207531,.0940366785804884
100690,CHOCTAW COUNTY,AL,AL,-1.47233382379568,.6069129694557041,-.1010106920272024,-.4223208277272981,.0579269473071509,.0494643904310358,.0380262936362378,.1112856012908457
100720,CLARKE COUNTY,AL,AL,-1.532511149929519,.8086747788531555,.0527790284991679,-.8873920447054965,.0522211654135992,.0451980110045659,.0344343205818563,.1011245775831009
100750,CLAY COUNTY,AL,AL,-1.291528381099942,.8228081358874743,.0876052349300984,-.6031359379885242,.0553780158615054,.0467981270470392,.0361531074168494,.1068270601899894
100780,CLEBURNE COUNTY,AL,AL,-.3188306933508249,.7628108612121283,-.0447738511000592,-.5719769705934932,.0568540315288701,.0475936390202605,.0368116687545129,.1093685304109053
100810,COFFEE COUNTY,AL,AL,-.4713497115339491,.8260648452225514,-.0155225166318897,-.70680351283918,.060684130874594,.050408348070944,.0388459781448503,.1160992558331886
100840,COLBERT COUNTY,AL,AL,-.7578939864168186,.940197400171054,.0426494585461846,-.5133625843581153,.054232388269805,.0463953228656016,.0355671343261352,.1046378089054273
100870,CONECUH COUNTY,AL,AL,-1.004871166342024,.9344302665002899,.1377233543947369,.2438645532852011,.0575159905913738,.0475684767616102,.0376716997776952,.1105431525604437
100900,COOSA COUNTY,AL,AL,-1.507148709725668,1.00867036390367,.1591570956116624,-.7732297347454532,.0604601691599567,.0509341826330686,.0386342213303315,.115803585800597
100930,COVINGTON COUNTY,AL,AL,-.2824206094277466,.8489892294430472,-.0508410825732362,-.779895501334994,.0545779007226567,.0469355833421598,.0358071269634936,.1053280474137957
100960,CRENSHAW COUNTY,AL,AL,-1.029610275649882,1.029261883278051,.2484885081737159,-.4436009064245104,.0563509222164027,.0474129585398032,.0369898750230907,.1082312250253442
100990,CULLMAN CITY,AL,AL,1.778921010827125,1.220409447232697,.1705603987062089,-.5596917354907853,.0790141587313138,.0671576882976892,.047140566702542,.1463846446080689
